ProblemName,Seed,T_coefdiving,T_conflictdiving-no-coefdiving,T_conflictdiving-no-coefdiving-no-confs,T_conflictdiving-no-coefdiving-no-sols,T_no-coefdiving,N_coefdiving,N_conflictdiving-no-coefdiving,N_conflictdiving-no-coefdiving-no-confs,N_conflictdiving-no-coefdiving-no-sols,N_no-coefdiving,CoefSols_coefdiving,CoefSols_conflictdiving-no-coefdiving,CoefSols_conflictdiving-no-coefdiving-no-confs,CoefSols_conflictdiving-no-coefdiving-no-sols,CoefSols_no-coefdiving,ConfSols_coefdiving,ConfSols_conflictdiving-no-coefdiving,ConfSols_conflictdiving-no-coefdiving-no-confs,ConfSols_conflictdiving-no-coefdiving-no-sols,ConfSols_no-coefdiving,CoefBestSols_coefdiving,CoefBestSols_conflictdiving-no-coefdiving,CoefBestSols_conflictdiving-no-coefdiving-no-confs,CoefBestSols_conflictdiving-no-coefdiving-no-sols,CoefBestSols_no-coefdiving,ConfBestSols_coefdiving,ConfBestSols_conflictdiving-no-coefdiving,ConfBestSols_conflictdiving-no-coefdiving-no-confs,ConfBestSols_conflictdiving-no-coefdiving-no-sols,ConfBestSols_no-coefdiving,CoefConfs_coefdiving,CoefConfs_conflictdiving-no-coefdiving,CoefConfs_conflictdiving-no-coefdiving-no-confs,CoefConfs_conflictdiving-no-coefdiving-no-sols,CoefConfs_no-coefdiving,ConfConfs_coefdiving,ConfConfs_conflictdiving-no-coefdiving,ConfConfs_conflictdiving-no-coefdiving-no-confs,ConfConfs_conflictdiving-no-coefdiving-no-sols,ConfConfs_no-coefdiving,CoefAvgDepth_coefdiving,CoefAvgDepth_conflictdiving-no-coefdiving,CoefAvgDepth_conflictdiving-no-coefdiving-no-confs,CoefAvgDepth_conflictdiving-no-coefdiving-no-sols,CoefAvgDepth_no-coefdiving,ConfAvgDepth_coefdiving,ConfAvgDepth_conflictdiving-no-coefdiving,ConfAvgDepth_conflictdiving-no-coefdiving-no-confs,ConfAvgDepth_conflictdiving-no-coefdiving-no-sols,ConfAvgDepth_no-coefdiving,TQ+1_coefdiving,TQ+1_conflictdiving-no-coefdiving,TQ+1_conflictdiving-no-coefdiving-no-confs,TQ+1_conflictdiving-no-coefdiving-no-sols,TQ+1_no-coefdiving,NQ+100_coefdiving,NQ+100_conflictdiving-no-coefdiving,NQ+100_conflictdiving-no-coefdiving-no-confs,NQ+100_conflictdiving-no-coefdiving-no-sols,NQ+100_no-coefdiving
neos-691058,1,7200,7200,7200,7200,7200,5899,5515,6102,5510,4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,11,0,309.9,0,0,0,0,0,179.8,78.5,179.8,0,1,1,1,1,1,1.19836196564123,1.12165401518178,1.23891330403516,1.12065521374351,1
neos-691058,3,7200,7200,7200,7200,7200,9326,23983,27622,23834,7229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,259,0,259,0,254.8,0,0,0,0,0,94.7,136.4,94.7,0,1,1,1,1,1,1.28612361850184,3.28598717423932,3.78250784554509,3.26565697912403,1
neos-691058,4,7200,7200,7200,7200,7200,4485,5128,21721,5227,5929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,170,0,170,0,281.3,0,0,0,0,0,87.8,80,87.8,0,1,1,1,1,1,0.760490960358268,0.867142146292917,3.61933985735611,0.883562779897164,1
neos-691073,0,7200,7200,7200,7200,7200,19895,8723,9532,8732,13845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,45,0,45,0,256.9,0,0,0,0,0,112.7,103,112.7,0,1,1,1,1,1,1.43384725708139,0.632699892434564,0.690713517389745,0.633345285048404,1
neos-691073,1,7200,7200,7200,7200,7200,11181,11460,18273,11403,22067,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,105,0,105,0,270.4,0,0,0,0,0,90.8,101.7,90.8,0,1,1,1,1,1,0.508909640456535,0.521495917354626,0.828844679027383,0.518924527450715,1
neos-691073,3,7200,7200,7200,7200,7200,8799,10122,12412,10061,10232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,58,0,58,0,184.2,0,0,0,0,0,71.7,54.6,71.7,0,1,1,1,1,1,0.861304684475416,0.989353464963221,1.21099496709253,0.983449477351916,1
neos-691073,4,7200,7200,7200,7200,7200,8946,8258,9932,8635,7700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,108,0,0,0,0,0,223,0,104,0,240.6,0,0,0,0,0,94.9,97.1,75.9,0,1,1,1,1,1,1.15974358974359,1.07153846153846,1.28615384615385,1.1198717948718,1
neos-693347,0,1734.16,1861.48,3103.49,1866.71,7200,12433,8535,29768,8535,55024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,2544,0,2544,0,136.5,0,0,0,0,0,55.7,66.6,55.7,0,0.240960977641994,0.258641855297875,0.431119288987641,0.259368143313429,1,0.227360133517161,0.156646832595603,0.541832958421014,0.156646832595603,1
neos-693347,1,2356.64,1858.18,7200,1875,2238.85,17666,15792,34650,15792,17100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4621,0,0,0,0,0,1035,0,1035,0,65,0,0,0,0,0,47.3,57.2,47.3,0,1.0525883429694,0.830046654909927,3.21494742951537,0.837556086345068,1,1.03290697674419,0.923953488372093,2.0203488372093,0.923953488372093,1
neos-693347,3,7053.17,2814.42,2045.47,2819.32,5122.11,74565,10210,5328,10210,31274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,0,0,0,0,789,0,789,0,66.4,0,0,0,0,0,54.7,83.1,54.7,0,1.37693119999375,0.549552908292034,0.399458532024493,0.55050935857321,1,2.37983680754765,0.328616051507618,0.173009498310703,0.328616051507618,1
neos-693347,4,4295.33,2443.75,3514.9,2449.88,4900.69,46192,15087,25929,15087,34909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,3126,0,3126,0,69.5,0,0,0,0,0,46.4,51.6,46.4,0,0.876499737845519,0.498756551311895,0.717283222725223,0.500007140394435,1,1.32228855437173,0.433802736439201,0.743494529978006,0.433802736439201,1
neos-702280,0,7200,7200,7200,7200,7200,3728,3929,3924,3910,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.8,0,0,0,0,0,387,387,387,0,1,1,1,1,1,0.982042072857876,1.0336069779374,1.03232426885582,1.0287326834274,1
neos-702280,1,7200,7200,7200,7200,7200,3435,3495,3399,3491,3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.2,0,0,0,0,0,397.2,397.2,397.2,0,1,1,1,1,1,0.922735578178021,0.938397285304098,0.913338553902375,0.937353171495693,1
neos-702280,3,7200,7200,7200,7200,7200,3703,3776,3771,3774,3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411.2,0,0,0,0,0,417.8,417.8,417.8,0,1,1,1,1,1,0.937161163134549,0.955150320354855,0.953918186298669,0.95465746673238,1
neos-702280,4,7200,7200,7200,7200,7200,3833,3748,3513,3774,4210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,412.5,412.5,412.5,0,1,1,1,1,1,0.912529002320186,0.892807424593967,0.838283062645012,0.898839907192575,1
neos-709469,0,0.64,0.5,0.65,0.66,0.5,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09333333333333,1,1.1,1.10666666666667,1,1,1,1,1,1
neos-709469,1,0.89,1.41,1.41,1.91,0.65,377,1433,681,1433,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,58,0,58,0,26,0,0,0,0,0,32.5,24,32.5,0,1.14545454545455,1.46060606060606,1.46060606060606,1.76363636363636,1,2.39698492462312,7.7035175879397,3.92462311557789,7.7035175879397,1
neos-709469,3,0.59,0.6,0.57,0.58,0.61,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987577639751553,0.993788819875776,0.975155279503105,0.981366459627329,1,1,1,1,1,1
neos-709469,4,0.8,0.56,0.6,0.58,0.76,315,68,68,68,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,34,0,0,0,0,0,30,30,30,0,1.02272727272727,0.886363636363636,0.909090909090909,0.897727272727273,1,1.22058823529412,0.494117647058824,0.494117647058824,0.494117647058824,1
neos-717614,0,26.69,36.01,12.47,36.02,16.19,7251,18882,1622,18882,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,13,0,132.7,0,0,0,0,0,450.5,97,450.5,0,1.6108202443281,2.15299592786504,0.783595113438045,2.15357766143106,1,1.56039057524942,4.02929314370622,0.365527488855869,4.02929314370622,1
neos-717614,1,44.47,19.52,120.47,72.97,15.23,19659,4136,72452,58132,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,8,0,225.5,0,0,0,0,0,84.2,118.2,116.4,0,2.80160197165742,1.26432532347505,7.48428835489834,4.55760936537277,1,8.70824151608638,1.86690171881886,31.9753195240194,25.6641692375496,1
neos-717614,3,4320.96,15.37,127.74,15.59,60.33,1782616,1858,80976,1858,35953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,16,0,326.3,0,0,0,0,0,74.1,163,74.1,0,70.4705690526659,0.266916680254362,2.09913582259905,0.270503831729985,1,49.4470917815438,0.054308934069287,2.24880037722242,0.054308934069287,1
neos-717614,4,58.29,47.98,94.39,47.27,50.75,38062,30789,56206,30789,24048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,0,7,0,107.4,0,0,0,0,0,141.3,129,141.3,0,1.14570048309179,0.946473429951691,1.84328502415459,0.932753623188406,1,1.58033791618353,1.27915355308928,2.3317044889846,1.27915355308928,1
neos-738098,0,7200,7200,7200,7200,7200,532,563,558,562,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,188,0,188,0,383.7,0,0,0,0,0,111.3,116.7,111.3,0,1,1,1,1,1,0.764207980652962,0.801692865779927,0.795646916565901,0.800483675937122,1
neos-738098,1,7200,7200,7200,7200,7200,261,596,1229,596,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,254,0,156,0,0,0,0,0,166,116,166,0,1,1,1,1,1,1.01977401129944,1.96610169491525,3.75423728813559,1.96610169491525,1
neos-738098,3,7200,7200,7200,7200,7200,378,447,528,445,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,68,0,68,0,306.7,0,0,0,0,0,127,132,127,0,1,1,1,1,1,0.9317738791423,1.06627680311891,1.22417153996101,1.06237816764133,1
neos-738098,4,7200,7200,7200,7200,7200,663,735,827,736,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,138,0,138,0,383.2,0,0,0,0,0,120,185.5,120,0,1,1,1,1,1,0.503298153034301,0.550791556728232,0.611477572559367,0.551451187335092,1
neos-775946,0,9.93,12.39,9.22,12.54,9.27,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06426484907498,1.30379746835443,0.995131450827653,1.31840311587147,1,0.99047619047619,1,1,1,1
neos-775946,1,16.57,14.93,15.12,14.96,16.45,44,28,28,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00687679083095,0.912893982808023,0.92378223495702,0.914613180515759,1,1,0.888888888888889,0.888888888888889,0.888888888888889,1
neos-775946,3,12.22,12.59,8.52,12.86,8.26,3,13,3,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42764578833693,1.46760259179266,1.0280777537797,1.49676025917927,1,1,1.09708737864078,1,1.09708737864078,1
neos-775946,4,9.76,9.48,12.43,9.56,12.07,4,7,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823259372609028,0.801836266258607,1.02754399387911,0.807957153787299,1,0.99047619047619,1.01904761904762,1.01904761904762,1.01904761904762,1
neos-780889,0,361.46,359.72,355.09,357.65,359.58,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00521382217538,1.00038826335349,0.987547839591769,0.994647512341228,1,1,1,1,1,1
neos-780889,1,62.61,62.71,62.36,62.38,62.55,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00094413847364,1.00251770259638,0.997010228166798,0.997324940991346,1,1,1,1,1,1
neos-780889,3,53.55,54.33,53.85,52.8,53.32,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00423416789396,1.01859351988218,1.00975699558174,0.990427098674521,1,1,1,1,1,1
neos-780889,4,53.81,54.12,53.88,53.87,56.96,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945652173913044,0.951000690131125,0.946859903381642,0.946687370600414,1,1,1,1,1,1
neos-785899,0,2.9,2.92,3.15,3.21,3.11,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948905109489051,0.953771289537713,1.00973236009732,1.02433090024331,1,1,1,1,1,1
neos-785899,1,5.64,5.61,5.64,5.95,5.57,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01065449010654,1.00608828006088,1.01065449010654,1.05783866057839,1,1,1,1,1,1
neos-785899,3,4.63,4.73,4.83,4.99,4.65,39,39,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99646017699115,1.0141592920354,1.03185840707965,1.06017699115044,1,1,1,1,1,1
neos-785899,4,3.53,3.54,3.96,3.92,3.57,37,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99124726477024,0.99343544857768,1.08533916849015,1.07658643326039,1,1,1,1,1,1
neos-785912,0,53.97,54.52,54.1,53.82,53.91,384,384,384,384,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00109269714078,1.01110908759789,1.00346020761246,0.998360954288836,1,1,1,1,1,1
neos-785912,1,44.72,44.94,45.37,45.24,44.88,227,227,227,227,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996512641673932,1.00130775937228,1.01068003487358,1.00784655623365,1,1,1,1,1,1
neos-785912,3,46.8,46.24,46.37,46.92,46.38,331,331,331,331,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00886449978894,0.99704516673702,0.999788940481216,1.01139721401435,1,1,1,1,1,1
neos-785912,4,100.65,102.7,102.64,102.43,95.81,290,306,281,306,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,19,0,19,0,325,0,0,0,0,0,21,23,21,0,1.04999483524429,1.07117033364322,1.07055056295837,1.06838136556141,1,1.07142857142857,1.11538461538462,1.0467032967033,1.11538461538462,1
neos-785914,0,11.2,11.4,11.1,11.22,11.12,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00660066006601,1.02310231023102,0.998349834983498,1.00825082508251,1,1,1,1,1,1
neos-785914,1,11.13,11.27,11.52,11.56,11.4,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978225806451613,0.989516129032258,1.00967741935484,1.01290322580645,1,1,1,1,1,1
neos-785914,3,6.32,6.28,6.68,6.3,6.32,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.994535519125683,1.04918032786885,0.997267759562841,1,1,1,1,1,1
neos-785914,4,6.98,6.96,7.32,7.44,7.06,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990074441687345,0.987593052109181,1.03225806451613,1.04714640198511,1,1,1,1,1,1
neos-787933,0,1.62,1.57,1.65,1.56,1.63,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996197718631179,0.977186311787072,1.00760456273764,0.973384030418251,1,1,1,1,1,1
neos-787933,1,1.57,1.58,1.63,1.6,1.57,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00389105058366,1.02334630350195,1.01167315175097,1,1,1,1,1,1
neos-787933,3,1.59,1.68,1.61,1.62,1.61,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992337164750957,1.02681992337165,1,1.00383141762452,1,1,1,1,1,1
neos-787933,4,1.59,1.6,1.59,1.62,1.58,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00387596899225,1.0077519379845,1.00387596899225,1.01550387596899,1,1,1,1,1,1
neos-791021,0,517.13,641.86,642.25,642.16,585.44,89,127,127,127,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,3,0,291,0,0,0,0,0,18,18,18,0,0.883517495395948,1.09620762567356,1.09687265534411,1.0967191869586,1,0.969230769230769,1.16410256410256,1.16410256410256,1.16410256410256,1
neos-791021,1,473.88,487.67,487.09,484.47,479.54,91,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0.988221584051276,1.01691846672493,1.01571149123902,1.01025929163025,1,1.15060240963855,1,1,1,1
neos-791021,3,359,439.82,431.85,433.37,436.49,47,68,68,68,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,26,26,26,0,0.822875951450319,1.00761160255092,0.989394043292418,0.992868408420764,1,0.91875,1.05,1.05,1.05,1
neos-791021,4,524.8,745.13,745.57,747.45,645.2,81,121,117,121,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,293,0,0,0,0,0,45,49.5,45,0,0.813679975239864,1.15464252553389,1.15532342927886,1.1582327452801,1,0.822727272727273,1.00454545454545,0.986363636363636,1.00454545454545,1
neos-796608,0,262.88,258.4,256.83,258.29,251.76,864703,864751,865451,864751,843587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,18,0,18,0,23.2,0,0,0,0,0,24.5,22.8,24.5,0,1.04399430289603,1.02626997942712,1.0200585535686,1.02583478398481,1,1.02502823914556,1.02508513228247,1.0259148238624,1.02508513228247,1
neos-796608,1,257.31,260.14,257.11,258.95,257.22,843360,854539,851841,854539,841119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,11,0,11,0,22.9,0,0,0,0,0,20.2,21.2,20.2,0,1.00034854000465,1.01130818681744,0.999574006660987,1.00669971342266,1,1.00266399118422,1.01595303957709,1.01274578914646,1.01595303957709,1
neos-796608,3,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
neos-796608,4,252.43,252.04,248.39,248.94,255,848510,843913,841629,843913,861013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,74,0,74,0,22.7,0,0,0,0,0,22.5,23.5,22.5,0,0.9899609375,0.9884375,0.9741796875,0.976328125,1,0.985480418946178,0.980141979043401,0.977489597764753,0.980141979043401,1
neos-799838,0,42.07,41.46,41.42,41.38,41.46,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01436646255299,1,0.999057936881771,0.998115873763542,1,1,1,1,1,1
neos-799838,1,32.52,32.74,32.77,32.66,32.82,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991129509166174,0.997634535777646,0.998521584861029,0.995269071555293,1,1,1,1,1,1
neos-799838,3,121.82,122.19,122.15,122.96,121.89,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999430384897062,1.00244120758402,1.00211571323948,1.00870697371633,1,1,1,1,1,1
neos-799838,4,33.44,33.43,33.76,33.6,33.61,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995088124819416,0.994799190985264,1.00433400751228,0.999711066165848,1,1,1,1,1,1
neos-801834,0,52.35,51.5,51.66,51.33,51.98,159,159,159,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00698376745942,0.990939977349943,0.993959984899962,0.987731219328048,1,1,1,1,1,1
neos-801834,1,49.92,50.51,50.43,50.82,50.5,175,175,175,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98873786407767,1.00019417475728,0.998640776699029,1.00621359223301,1,1,1,1,1,1
neos-801834,3,59.95,60.49,61.91,60.31,60.27,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994777215603068,1.00359066427289,1.02676677003427,1.00065284804962,1,1,1,1,1,1
neos-801834,4,44.77,44.14,44.59,44.44,44.37,155,155,155,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00881639850121,0.994930570861803,1.00484901917567,1.00154286973771,1,1,1,1,1,1
neos-803219,0,49.98,45.25,41.58,45.09,39.91,13044,11433,10893,11433,11596,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,342,0,0,0,0,0,369,0,369,0,23.4,0,0,0,0,0,23.7,24.5,23.7,0,1.24615008555365,1.13053043265705,1.04082131508189,1.12661940845759,1,1.12380300957592,0.986063611491108,0.939893980848153,0.986063611491108,1
neos-803219,1,41.34,53.09,54.85,55.93,48.75,10451,14339,14089,15251,13052,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,496,0,474,0,20.9,0,0,0,0,0,23.2,22.8,23.9,0,0.85105527638191,1.08723618090452,1.12261306532663,1.1443216080402,1,0.802235401459854,1.09785583941606,1.07884732360097,1.16719890510949,1
neos-803219,3,36.14,36.25,47.1,36.27,47.18,11087,10272,12342,10272,13060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,226,0,226,0,25.5,0,0,0,0,0,21.4,23.4,21.4,0,0.770859277708593,0.773142382731424,0.998339559983396,0.773557492735575,1,0.850075987841945,0.788145896656535,0.945440729483283,0.788145896656535,1
neos-803219,4,38.9,42.53,42.1,42.33,32.67,9805,11541,10849,11541,8341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,322,0,322,0,23.9,0,0,0,0,0,21.9,24.3,21.9,0,1.18503118503119,1.29284229284229,1.28007128007128,1.28690228690229,1,1.1734391659756,1.37910200213245,1.29712119417131,1.37910200213245,1
neos-803220,0,109.59,108.15,104.41,107.93,109.17,46306,46456,44724,46456,47940,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,758,0,0,0,0,0,444,0,444,0,24,0,0,0,0,0,24.2,25.1,24.2,0,1.00381229009712,0.990741581192702,0.956794045565944,0.988744667332305,1,0.965986677768526,0.969109075770191,0.933055786844296,0.969109075770191,1
neos-803220,1,99.45,109.35,96.34,108.74,99.04,41753,47046,42338,47046,43166,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,465,0,465,0,24.1,0,0,0,0,0,23.1,23.5,23.1,0,1.00409836065574,1.1030587764894,0.973010795681727,1.09696121551379,1,0.967341561503259,1.08967780705404,0.980862571071973,1.08967780705404,1
